text,trans,type
今は私も……少しだけ、羽ばたけるようになったって……そう思います……\nプロデューサーさんのおかげですっ,지금은 저도……조금은 날개짓 할 수 있게 되었다고……그렇게 생각해요……\n프로듀서님 덕분이에요,text
今回は、いつもと少し趣向を変えて\n──褒めてほしい、なんてワガママは\n聞いてもらえるだろうか……？,"이번엔, 평소랑 조금 취향을 바꿔서\n──칭찬해달라는 어리광\n들어줄 수 있을까……? ",text
前に進めてるって……\n成長できてるって、アンタが\n言うなら、そうなのかもな,"앞으로 나아가고 있다고……\n성장하고 있다고, 네가\n말한다면, 그럴지도 모르겠네 ",text
前より強くなった気がするんですっ！　だから……っ！　もっともっともーっと強くなって、それで──！,"전보다 강해진 기분이 들어요! 그러니까…… 좀더 좀더 좀더 강해져서, 그래서……! ",text
努力に意味とかないですよ\nそれを褒めるのって身内だけでしょ？\n……私は結果がまあまあなら十分です,노력에 의미 같은 건 없어요\n그걸 칭찬하는 건 가족들이나 하는 거죠\n……저는 결과가 그럭저럭이기만 하면 충분해요,text
受けたご恩はきっちり覚えておりますよ？　だからこそ、立派になった姿を見せてるわけですから──なんてね！,"받은 은혜는 충분히 기억하고 있다구요? 그러니까, 훌륭해진 모습을 보여드리고 있는 거예요──막 이러고 말야!",text
甜花、最近、ひとりで起きられる……\nこれって……プロデューサーさんの\nおかげ……？,"텐카, 요즘 혼자 일어날 수 있어……\n이건……\n프로듀서님 덕분……?",text
私、頑張ったと思いませんかぁ？\n……ってことで\nご褒美のお寿司、待ってまぁす,"저, 열심히 했다고 생각하지 않으세요?\n……그러니까\n상으로 초밥, 기다리고 있을게요 ",text
迷っても、悩んでも\nそれでも前に進んでこれたんだなって\nプロデューサーさんのおかげですよ！,"망설이고, 고민하고\n그래도 앞으로 나아갈 수 있었던 건\n프로듀서님 덕분이에요!",text
面白いこと！　\nもっと！\nもっと！,재밌는 일!\n좀 더!\n좀 더!,text
