text,trans
──色紙、ここに置いておくからな,─색종이、여기에 놓아둘거니까
ありがとう、プロデューサー\r\nすぐに取り掛かるよ……ええと……,고마워요、프로듀서\r\n곧바로 착수한다…… 에엣또……
ペンならこれを使ってくれ\r\n枚数が多いから大変だと思うけど,펜이라면 이것을 사용해 줘\r\n매수가 많기 때문에 큰 일이다고 생각하지만
構わないさ\r\n私のサインを望んでくれる人のためならね,상관없어\r\n나의 싸인을 바래 주는 사람을 위해서라면요
あ……\r\n横に添えるメッセージは変えても構わないかな？,아……\r\n옆에 따를 수 있는 메세지는 바꾸어도 상관없을까?
お、そうしてくれるとありがたい\r\nさすが、咲耶はファンサービスが上手いな,오、그렇게 해서 주면 고마운\r\n과연、사쿠야는 팬 서비스가 능숙하구나
フフ、サービスというつもりは無いのだけれどね\r\n思いついたら、止まらなくなってしまうだけで……,후후、서비스라고 할 생각은 없지만\r\n생각나면、멈추지 않게 되어 버리는 것만으로……
もし、やりすぎの時があったら、\r\n言ってもらえると嬉しいよ,만약、지나친 때가 있으면、\r\n말해 받을 수 있으면 기뻐
いやいや、大丈夫だ\r\nその心配りのおかげでいつも助かっている,아니아니、괜찮다\r\n그 배려의 덕분에 언제나 살아나고 있다
本当に？　この間の握手会も……？,정말로? 이전의 악수회도……?
あー、あの時は確かに……\r\n予定の時間をだいぶオーバーしたか……,아─、그 때는 확실히……\r\n예정의 시간을 많이 오버했는지……
そうだよ。思い出したかい？,그래. 생각해 냈는지?
私はそういった意味で優等生ではないからね\r\n放っておくと大変なことになるよ,나는 그렇게 말한 의미로 우등생은 아니니까\r\n방치하면 큰 일인 것이 된다
はは……しかしそれくらい、\r\n咲耶にとって心を込めるのは自然なことなんだな,하하…… 그러나 그 정도、\r\n사쿠야에게 있어 마음을 담는 것은 자연스러운 일인 것이구나
──ああ、私そのものと言ってもいいかもしれない,─아아、나그 자체라고 말해도 괜찮을지도 모른다
──私は世界を愛している……\r\n世界のあらゆるものを喜びで満たしたいんだよ,─나는 세계를 사랑하고 있는……\r\n세계의 모든 것을 기쁨으로 채우고 싶어
それじゃあ行ってくるよ\r\nプロデューサー,그러면 갔다와\r\n프로듀서
ああ……今日は調子が良さそうだな,아아…… 오늘은 상태가 좋을 것 같다
……もしかして、\r\nまだ私のことを心配してくれていたのかい？,…… 혹시、\r\n아직 나의 일을 걱정해 주고 있었는지?
その気持ちは嬉しいけれど……\r\n私は、ご覧の通りだよ！,그 기분은 기쁘지만……\r\n나는、보시는 바와 같이야!
はは、確かに……\r\nまわりに音符でも飛んでいそうなくらいだ,하하、확실히……\r\n주위에 음표에서도 날고 있을 것 같은 정도다
フフッ……そういうことさ,후훅…… 그런 일이야
こんなに胸が高鳴るのは久しぶりなんだ\r\n……客席にファンがいるわけでもないのにね……！,이렇게 가슴이 크게 울리는 것은 오래간만이야 \r\n…… 객석에 팬이 있는 것도 아닌데……!
フフッ……見ていてね\r\nリハといえども、アンティーカのステージだ……！,후훅…… 보고 있어\r\n리하라고 해도、안티카의 스테이지다……!
ふぅ、終わってしまった……,후우、끝나 버렸다……
ん？　まだまだ全然終わってないぞ\r\n本番はこれからだ,응? 아직도 전혀 끝나지 않아\r\n실전은 지금부터다
クスッ……そうだね,키득…… 그렇다
──私はファンに楽しんでもらう為に\r\nステージに立っていると思っていたけれど,─나는 팬에게 즐겨 받기 위해서(때문에)\r\n스테이지에 서 있다고 생각하고 있었지만
みんなと息を合わせるだけでも\r\nこんなに……満たされるものだったんだね,모두와 호흡을 맞추는 것만이라도\r\n이렇게…… 채워지는 것이었던 것이구나
──うん、気持ちを切り替えよう,─응、기분을 바꾸자
本番はリハ以上のステージを約束するよ\r\n楽しみにしていてほしい、プロデューサー！,실전은 리하 이상의 스테이지를 약속해\r\n기대하고 있으면 좋은、프로듀서!
リハの時、アナタに約束したことを覚えているかい？,리하때、당신에게 약속한 것을 기억하고 있을까?
ああ、『リハ以上のステージ』の約束かな？,아아、『리하 이상의 스테이지』의 약속일까?
そう──\r\nけれど、あれは撤回させてほしい,그렇게─\r\n하지만、저것은 철회시키면 좋겠다
今日のステージで、\r\n過去最高のアンティーカを魅せるよ,오늘의 스테이지에서、\r\n과거 최고의 안티카를 매료 시킨다
まるでイリュージョン……\r\nそれくらい素晴らしいステージにする,마치 일루젼……\r\n그 정도 훌륭한 스테이지로 한다
イリュージョンか……！\r\nうん、今の咲耶なら本当にできそうだ,일루젼인가……! \r\n응、지금의 사쿠야라면 정말로 할 수 있을 것 같다
今のアンティーカなら、だよ\r\nプロデューサー！,지금의 안티카라면、이야\r\n프로듀서!
私には信じられる仲間がいる……,나에게는 믿을 수 있는 동료가 있다……
──みんなに背中を預けてくるよ！,─모두에게 등을 맡겨 온다!
と、とにかくやり切りましたー……！,어、어쨌든 해 잘랐습니다―……!
お疲れ様。どうだった？,수고 하셨습니다. 어땠어?
はいっ、すごく楽しかったです！,네、굉장히 즐거웠던 것입니다!
感謝祭、本番はもっとパワーアップするんだよなぁ\r\nって思ったら、今からもう楽しみで……！,감사제、실전은 좀 더 파워업 하는 것이야\r\n라고 생각하면、지금부터 이제(벌써) 즐거움으로……!
そのためには、まだまだ直さなきゃいけないところも\r\nあるとは思うんですけど……,그걸 위해서는、아직도 고치지 않으면 안 되는 곳도\r\n있다고는 생각합니다만……
でも、だからこそ、今日からまた頑張ろう！\r\nって思えました！,그렇지만、그러니까、오늘부터 또 노력하자! \r\n라고 생각되었습니다!
お、やる気充分だな,오、의지 충분하다
……だからみんなとの自主練の時間も、\r\nもうちょっと取れたらいいんですけどー……,…… 그러니까 모두와의 자율연습의 시간도、\r\n좀 더 잡히면 좋습니다만―……
行き帰りに時間がかかるのは仕方ない\r\n気負わず気にせずだぞ、智代子,왕복에 시간이 걸리는 것은 어쩔 수 없는\r\n분투하지 않고 신경쓰지 않고다、치요코
俺も夏葉とスケジュールを見てみるから\r\n無理しない範囲で調整していこう,나도 나츠하와 스케줄을 보기 때문에\r\n무리하지 않는 범위에서 조정해 나가자
……はい、プロデューサーさん\r\nありがとうございます,…… 네、프로듀서씨\r\n감사합니다
また相談させてくださいね！,또 상담시켜 주세요!
……ステージに向かって歩いていく時──,…… 스테이지에 향해 걸어갈 때─
夢みたいな場所に、一歩ずつ近づいていくような…… \r\nそんな気持ちになるんです,꿈 같은 장소에、한 걸음씩 가까워져 가는 것 같은…… \r\n그런 기분이 됩니다
……ステージが、夢……か……,…… 스테이지가、꿈…… 인가……
ただの桑山千雪が、\r\nアルストロメリアの桑山千雪になれる場所……,단순한 쿠와노야마 치유키가、\r\n알스트로메리아의 쿠와노야마 치유키가 될 수 있는 장소……
そこに向かっていく時間が、\r\nなんだかすごく大切に思えて……,거기에 향해 갈 시간이、\r\n어쩐지 굉장히 소중히 생각되어……
……少し特別に思っちゃってるのかも,…… 조금 특별히 생각해 버리고 있는지도
いいんじゃないか\r\n験担ぎみたいなもんだろう,좋은 것이 아닌가\r\n효험 메어 같은 것일 것이다
……ふふ、はいっ,…… 후후、네
──桑山さん！\r\nスタンバイお願いしまーす！,─쿠와노야마씨! \r\n스탠바이 부탁합니다!
……そろそろだな,…… 슬슬이다
はい\r\n……行ってきますね、プロデューサーさん,네\r\n…… 갔다오네요、프로듀서씨
──千雪！,─치유키!
今日も、楽しんでこい！,오늘도、즐기고 와!
夢の中に立つ私を──\r\nきっと、今日も見ていてくださいね,꿈 속에 서는 나를─\r\n반드시、오늘도 보고 있어 주세요
──ステージの奥は、ドアの方……\r\nみなさんの客席は、鏡の方……♪,─스테이지의 안쪽은、문의 (분)편……\r\n여러분의 객석은、거울의 (분)편……♪
千雪……？,치유키……?
あっ、ええと、\r\nプロデューサーさん……！？,앗、에엣또、\r\n프로듀서씨……!?
今の……聞こえちゃいました……？,지금의…… 들려 버렸습니까……?
ああ……はは\r\nすまん,아아…… 하하\r\n미안
……レッスン場を使ってた時のおさらいか？,…… 레슨장을 사용하고 있었을 때의 복습인가?
３人できちんと練習したので、\r\nそれをなぞったらきっと上手くいくって思って,3명이 제대로 연습했으므로、\r\n그것을 훑으면 반드시 능숙하게 간다 라고 생각해
今日は、お客さんはいないけど──……,오늘은、관객은 없지만─……
まずはトレーナーさんたちに、\r\n『ハッピーエンド』を届けられるよう、頑張りますね,우선은 트래이너씨들에게、\r\n『해피엔드』를 전달하도록、노력하네요
ふんふ～ん♪,흥흥♪
ご機嫌だな,기분이다
はい！　他のオーディションとかライブとかと違って、\r\n感謝祭だと緊張より楽しみが勝っちゃいます！,네! 다른 오디션이라든지 라이브라든지와 달리、\r\n감사제라면 긴장보다 즐거움이 이겨 버립니다!
みんなで考えたし、みんなで準備もしたので……\r\nなんでしょう、ホームのような感じがするんでしょうか……,모두가 생각했고、모두가 준비도 했으므로……\r\n뭐랄까、홈과 같이 느낌이 드는 것입니까……
いつもの感じが、ドキドキの発表会だとするなら──\r\n感謝祭は、サプライズパーティーというか……,평소의 느낌이、두근두근의 발표회라고 한다면─\r\n감사제는、써프라이즈 파티라고 할까……
もちろんドキドキはしてるんですけど,물론 두근두근은 하고 있습니다만
お客さんたち、どんな反応してくれるかなぁっていうのが\r\nどうしても先に来ちゃって,관객들、어떤 반응해 줄까 하고 말하는 것이\r\n아무래도 먼저 와 버려
なるほどな\r\n……でも、それはリラックスしてる証拠ともいえる,과연\r\n…… 하지만、그것은 릴렉스 하고 있는 증거라고도 할 수 있다
のびのびやってくるといい\r\n智代子の楽しさが、お客さんにも伝わるはずだ,구김살없이 오면 좋은\r\n치요코의 즐거움이、관객에게도 전해질 것이다
えへへ……\r\nはい！,에헤헤……\r\n네!
千雪、お疲れ様,치유키、수고 하셨습니다
プロデューサーさん……！ \r\nお疲れ様です,프로듀서씨……! \r\n수고 하셨습니다
リハーサル、どうだった？,리허설、어땠어?
そうですね……\r\n色々なことが、具体的に見えてきた気がします,그렇네요……\r\n다양한 일이、구체적으로 보여 온 것 같습니다
演出も、見せ方も……\r\n今までは想像だったところが、体験できたんじゃないかって,연출도、보이는 방법도……\r\n지금까지는 상상이었던 곳이、체험할 수 있었지 않은가 하고
そうか、実のあるリハーサルになったみたいで何よりだ,그런가、열매가 있는 리허설이 된 것 같아 무엇보다다
はい、それはとても──……,네、그것은 매우─……
……でも……,…… 그렇지만……
千雪？,치유키?
いえ──その……\r\n気のせいだったらいいんですけど……,아니요─그……\r\n기분탓이라면 좋습니다만……
甘奈ちゃん……\r\nもしかしたら、元気がないのかもって……,아마나쨩……\r\n혹시、기운이 없는 것인지 가지고……
……千雪もそう思うか？,…… 치유키도 그렇게 생각할까?
それじゃあ、プロデューサーさんも……？,그러면、프로듀서씨도……?
ああ……何事もなければ──……\r\nじゃなかったら、相談でもしてくれればいいんだけど……,아아…… 아무 일도 없으면─……\r\n가 아니었으면、상담에서도 해 주면 좋지만……
…………\r\n……はい……,…………\r\n…… 네……
──さて灯織、納得いく自分でステージに臨めそうか？,─그런데 히오리、납득 가는 스스로 스테이지에 임할 수 있을 것 같은가?
──もっとやれたんじゃないか、という不安は尽きません\r\nこれはいつものことです,─좀 더 할 수 있었지 않은가、라고 하는 불안은 다하지 않습니다\r\n이것은 평소의 일입니다
それでも……私は、イルミネーションスターズは、\r\n今日のために頑張ってきました,그런데도…… 나는、일루미네이션 스타즈는、\r\n오늘을 위해서(때문에) 노력해 왔습니다
前のステージより──昨日より──\r\n成長した私たちを見てもらえるように、努力してきました,전의 스테이지에서(보다)─어제부터─\r\n성장한 우리를 보여 받을 수 있도록(듯이)、노력해 왔습니다
だから──納得してステージに臨むことは、できます\r\n問題ありません,그러니까─납득해 스테이지에 임하는 것은、할 수 있습니다 \r\n문제 없습니다
──……そうか。それなら、いいんだ,─…… 그런가. 그렇다면、좋다
──ご心配には及びません,─걱정은 끼치지 않습니다
安心して──私たちのステージを見ていてください、\r\nプロデューサー,안심해─우리의 스테이지를 보고 있어 주세요、\r\n프로듀서
──……ここで樹里をスカウトしたんだったよなぁ,─…… 여기서 쥬리를 스카우트 한 것이었구나
え、なんだよ急に……,에、뭐야 갑자기……
いや……なんか、思い出してさ\r\nあの時の樹里は……そうだ,아니…… 무엇인가、생각해 내 \r\n그 때의 쥬리는…… 그렇다
ちょうど今みたいに\r\n日の光で髪がキラキラしててさ──,정확히 지금 같이\r\n햇빛으로 머리카락이 반짝반짝 해 말야─
はぁ！？\r\n……キ、キラキラって……,하아!? \r\n…… 키、반짝반짝은……
それに、この街の景色の中でもひときわ輝いてて……\r\nだけど──,게다가、이 거리의 경치 중(안)에서도 한층 빛나고 있어……\r\n이지만─
──や、やめろよな！\r\nだから、輝いてるとか、そういうの……！,─그、그만두어라 좋은! \r\n그러니까、빛나고 있다든가、그러한 것……!
……？\r\n本当のことだぞ？,……? \r\n사실이야?
っあー……もーいいよ……！\r\nはぁ……,읏아─…… 도─좋아……! \r\n하……
……それに、あの頃──アンタに会う前は\r\nほんとに、そんなんじゃなくて……,…… 게다가、그 무렵─너를 만나기 전은\r\n정말、그런 것이 아니고……
──……なぁ、プロデューサー,─……、프로듀서
アタシは……あの時、どっかの物好きなプロデューサーに\r\nここで人生を変えられたんだ,나는…… 그 때、어딘가의 호기심인 프로듀서에\r\n여기서 인생을 바꿀 수 있던 것이다
……けどさ、アンタ的にはどうなんだよ\r\n今のアタシは、あの時から変わって見えるか？,……(이)지만 말야、너적으로는 어때\r\n지금의 나는、그 때부터 바뀌어 보일까?
……樹里らしさってことでいうなら──\r\nきっと変わってないと思う,…… 쥬리다움이라는 것으로 말한다면─\r\n반드시 변함없다고 생각한다
でも樹里は、出会った時の樹里のまま……\r\n一生懸命成長して、ずっとアイドルとして立っているんだ,그렇지만 쥬리는、만났을 때의 쥬리인 채……\r\n열심히 성장해、쭉 아이돌로서 서 있다
そういう意味では、変わり続けてるんだと思うよ,그러한 의미에서는、계속 바뀌고 있다고 생각한다
……おー、そっか,…… 오─、그런가
だったら……\r\nこれからも、アタシらしくいなきゃだよな……！,그렇다면……\r\n앞으로도、나답고 없으면이구나……!
もう、ライブをやり切ったみたいな顔してるな,이제(벌써)、라이브를 해 자른 것 같은 얼굴 하고 있구나
えっ！？\r\nそ、そんなこと、言わないでください～……,엣!? \r\n、그런 일、말하지 말아 주세요~……
私、これからのステージ、\r\n楽しみにしてるんですから……！,나、앞으로의 스테이지、\r\n기대하고 있으니까……!
はは、すまんすまん \r\n……ずいぶん満足そうな顔をしてると思ったからさ,하하、미안 미안 \r\n…… 대단히 만족할 것 같은 얼굴을 하고 있다고 생각했기 때문에
そ、そうでしょうか……,그、그럴까요……
……でも、もしかしたら\r\n気持ちが顔に出ちゃってたかもしれません,…… 그렇지만、혹시\r\n기분이 얼굴에 나와 버리고 있었을지도 모릅니다
プロデューサーさんに見送ってもらって、\r\n甘奈ちゃんと甜花ちゃんが笑顔で隣を歩いてくれて──,프로듀서씨에게 전송해 받아、\r\n아마나쨩과 텐카쨩이 미소로 근처를 걸어 줘─
夢みたいなステージで、\r\nファンのみなさんを笑顔に、って思いながら歌う,꿈 같은 스테이지에서、\r\n팬의 여러분을 미소 짓게、라고 생각하면서 노래한다
……こんなに素敵なことって、きっと、\r\nなかなかないですから,…… 이렇게 멋진 일은、반드시、\r\n좀처럼 없으니까
……ああ、そうかもしれないな\r\nせっかくだ、思いっきり楽しんできてくれ,…… 아아、그럴지도 모른다\r\n모처럼이다、마음껏 즐겨 와 줘
行ってらっしゃい、千雪,잘 다녀오세요、치유키
──行ってきます、プロデューサーさん,─갔다옵니다、프로듀서씨
すー……すー……,스─…… 스─……
──甜花……甜花,─텐카…… 텐카
んー……\r\nすー……すー……,응─……\r\n―…… 스─……
あんまりソファで眠っていると、\r\n身体を痛くするぞ？,너무 소파에서 자고 있으면、\r\n신체를 아프게 하겠어?
ちゃんと家に帰った方がいい……\r\n──甜花,제대로 집에 돌아가는 것이 좋은……\r\n─텐카
……ふえっ……\r\nあ、えと…………おはようございます……,…… 후엣……\r\n아、엣또………… 안녕하세요……
ああ、おはよう\r\nもう夕方だけどな,아아、안녕\r\n이제(벌써) 저녁이지만 말야
夕方……！？\r\nた、たくさん寝ちゃった……ふあぁ……,저녁……!? \r\n、많이 자 버렸다…… 후아아……
いや、甜花があんまり気持ちよさそうで、\r\n俺もなかなか起こせなかったよ,아니、텐카가 너무 기분 좋은 것 같아、\r\n나도 좀처럼 일으킬 수 없었어요
……にへへ……,…… 니헤헤……
甜花、今日のレッスンも……頑張った……！,텐카、오늘의 레슨도…… 노력했다……!
だから、ご褒美……！\r\nいっぱい、お昼寝……！,그러니까、포상……! \r\n가득、낮잠……!
そうかそうか。そのご褒美は大切だな\r\nゆっくり休めたか？,그런가 그런가. 그 포상은 중요하다\r\n천천히 쉬게 했는지?
うん……！\r\n夢の中でも……寝てた……,응……! \r\n꿈 속에서도…… 자고 있었다……
はは、夢の中でもか？\r\n甜花は本当に眠り姫だなあ,하하、꿈 속에서도인가? \r\n텐카는 정말로 잠자는 공주다
にへへ……\r\n夢でも、ぽかぽか……ひなたぼっこ……,니헤헤……\r\n꿈에서도、따끈따끈…… 햇볕쬐기……
いつまでもいつまでも、お昼寝しましたとさ……\r\nめでたし、めでたし……すぅ……,언제까지나 언제까지나、낮잠 했습니다 라고 말야……\r\n찬미했고、찬미했고…… 스으……
『秘密基地から出発すると、いつもより\r\nちょっとすごいパフォーマンスができるようになる』,『비밀 기지로부터 출발하면、평소보다\r\n조금 굉장한 퍼포먼스가 생기게 된다』
……うん？,응?
──っていうことにしよう、って\r\nチョコが言ってたんだよ,─라고 말하는 일로 하자、는\r\n초콜렛이 말한 것이야
なるほどな\r\nいいんじゃないか、みんならしい験担ぎって感じだ,과연\r\n좋은 것이 아닌지、모두다운 효험 메어라는 느낌이다
だよな,그렇구나
それじゃあ、今朝も秘密基地から出てきたし\r\nリハーサルは安泰ということだな,그러면、오늘 아침도 비밀 기지로부터 나왔고\r\n리허설은 평안무사라고 하는 일이다
おー、そういうこと,오─、그런 일
……だからさ、アンタはここで\r\n安心して見てろよな、プロデューサー！,…… 그러니까、너는 여기서\r\n안심하고 봐라 좋은、프로듀서!
プ、プロデューサーさん……！\r\n見て……！,프、프로듀서씨……! \r\n봐……!
あのっ、あの……ステージの感じ……\r\n練習と……一緒……！,저、저…… 스테이지의 느낌……\r\n연습과…… 함께……!
ああ、養生テープが擦り切れるくらい、\r\nみんなで練習したもんな,아아、요양 테이프가 비벼 끊을 수 있을 정도로、\r\n모두가 연습한 것이다
だから大丈夫だ、甜花──\r\nいつもの練習と同じ気持ちでやれば……,그러니까 괜찮다、텐카─\r\n평소의 연습과 같은 기분으로 하면……
う、うんっ……\r\nいつもの練習と……同じ気持ちで、や、やれば……,우、우읏……\r\n평소의 연습과…… 같은 기분으로、하、하면……
──できる……！,─할 수 있다……!
……甜花、できる……！,…… 텐카、할 수 있다……!
──甜花。見てたぞ、よく頑張ったな,─텐카. 보고 있었어、자주(잘) 노력했군
にへへ……\r\nありがと、プロデューサーさん……,니헤헤……\r\n고마워요、프로듀서씨……
……あの……えっと\r\nなーちゃん、見なかった……？,…… 저…… 엣또 \r\n나쨩、보지 않았어……?
甘奈？　ああ、こっちには来てないけど……,아마나? 아아、여기에는 와 있지 않지만……
……どうした、急ぎの用事か？,…… 어떻게 한、급한 용무인가?
う、ううん……！\r\nそうじゃない、けど……,우、우응……! \r\n그렇지 않아、하지만……
リハの時……なーちゃん……\r\nなんか、いつもと……違った、から……,리하때…… 나쨩……\r\n뭔가、평상시와…… 다른、으로부터……
（確かに、甘奈は調子が悪そうだったけど、\r\n甜花も気づいたのか……）,(확실히、아마나는 상태가 나쁜 것 같았지만、\r\n텐카도 눈치챘는가……)
甜花、探してくる……,텐카、찾아 온다……
またあとでね、プロデューサーさん,또 나중에、프로듀서씨
うう……そろそろ出番……\r\nドキドキ……だけど,우우…… 슬슬 차례……\r\n두근두근 이…… 지만
──すー……はぁ,─스─…… 하아
……大丈夫……！,…… 괜찮아……!
（強くなったな、甜花……）,(강해졌군、텐카……)
で……でも……あうぅ……\r\nプロデューサーさん、応援、してて……？,그…… 그렇지만…… 아우우……\r\n프로듀서씨、응원、하고 있어……?
もちろん！　全力で応援するし、\r\n思いきり楽しませてもらうからな,물론! 전력으로 응원하고、\r\n마음껏 즐겁게 해 받을거니까
……『客席にいっぱい、ピンクの光』……,……『객석에 가득、핑크의 빛』……
み、見られるかな……？,보、보여질까나……?
ああ、確かめておいで\r\nここまで頑張った分だけ、きっとすごく綺麗だから,아아、확인해 둬\r\n여기까지 노력한 만큼만、반드시 굉장히 예쁘기 때문에
──……うんっ！,─…… 우읏!
て、甜花、甜花ね……！　いっぱいいっぱい……\r\nありがとうの気持ち、込めた…………！,텐、텐카、텐카네……! 가득 가득……\r\n고마워요의 기분、담았다…………!
ああ、しっかり伝わってきたよ\r\nとっても幸せなステージだった──！,아아、확실히 전해져 왔어\r\n매우 행복한 스테이지였다─!
ふふっ\r\nまだ、ドキドキしてる……,후후\r\n아직、두근두근 하고 있다……
……甘奈は大丈夫か\r\nぼーっとしてるようだけど……,…… 아마나는 괜찮은가\r\n멍─하니하고 있는 듯 하지만……
あ……うん\r\nまだちょっと気持ちが戻ってこなくて……,만…… 나는 \r\n아직 조금 기분이 돌아오지 않아서……
今日のステージで、\r\nすごく……感じたんだ,오늘의 스테이지에서、\r\n굉장히…… 느낀 것이다
アルストロメリアは３人だけど……,알스트로메리아는 3명이지만……
ステージでは、ひとつになれるんだ……,스테이지에서는、하나가 될 수 있다……
────うん！,─응!
──プロデューサー！　相談！,─프로듀서! 상담!
おお、どうした？,오오、어떻게 했어?
今日気付いたこと、ちゃんと本番に反映したいんだ \r\nだから、アンタの意見が聞きたい,오늘 깨달은 것、제대로 실전에 반영하고 싶다\r\n그러니까、너의 의견을 듣고 싶다
……なんだよ？,……(이)야?
いや、樹里らしいなと思って,아니、쥬리답다라고 생각해
やっぱり真面目で、真摯で──\r\nリハーサルが終わってすぐに、次を見てるんだなってさ,역시 성실해、진지해─\r\n리허설이 끝나자 마자、다음을 보고 있구나 하고 말야
……そ、そういうんじゃねーよ！\r\n本番までに完璧にしとこうと思うのは当たり前だろ……！,…… 그、그러한 것이 아니야! \r\n실전까지 완벽하게 해 두려고 생각하는 것은 당연할 것이다……!
……それに、アタシは感謝祭、楽しみにしてんだ,…… 게다가、나는 감사제、기대하고 있는 것이다
感謝とか、正面から伝えられる機会なんて\r\nそうそうないしさ……,감사라든지、정면에서 전해질 기회 같은거\r\n그렇게 항상 없고……
──だから張り切ってるだけだ！ \r\n真面目とか真摯とかそういうんじゃない！　以上！,─그러니까 의욕에 넘쳐 있을 뿐이다! \r\n진면목이라든지 진지라든지 그러한 것이 아니다! 이상!
……俺はそんなことないと思うけどなぁ,…… 나는 그렇지 않다고 생각하는데 말야
……っ、知らねー……！,……、모른다……!
久しぶりの大きな舞台だな\r\n……樹里、緊張はしてないか？,오랜만의 큰 무대다 \r\n…… 쥬리、긴장은 하고 있지 않는가?
おー…… \r\nいや、まぁ……緊張はしてるんだけどさ,오─…… \r\n아니、뭐…… 긴장은 하고 있지만
けど、たくさんの人に\r\n練習の成果を見てもらうんだから……,하지만、많은 사람에게\r\n연습의 성과를 보여 받기 때문에……
緊張すんのは当たり前だよなーとも\r\n思うようになってきてさ,긴장하는 것은 당연해와도\r\n생각하게 되어 말야
……なんだろ\r\n──慣れ、みたいな……？,…… 이겠지 \r\n─익숙해져、같은……?
あっ、悪い意味じゃなくてな！？,앗、나쁜 의미가 아니고!?
わかってるよ\r\n……俺は、そういうのを成長って言うんだと思うぞ,알고 있어 \r\n…… 나는、그러한 것을 성장이라고 말한다고 생각하겠어
……まー\r\nアンタがそういうなら、そうってことにしておく,……―\r\n너가 그렇다면、그렇다는 것에 해 둔다
はは、おう,하하、오우
──それじゃあ、樹里らしく頑張ってきてくれ,─그러면、쥬리답게 노력해 와 줘
……おー！,…… 오─!
客席で待ってるファンに\r\n今のアタシたちのこと、届けてこなくちゃな,객석에서 기다리고 있는 팬에게\r\n지금의 우리의 일、보내 오지 않으면
──それじゃあ\r\n行ってくるよ、プロデューサー！,─그러면\r\n갔다오는、프로듀서!
プロデューサーお疲れさまっ！\r\nねぇ、聞いて聞いて！,프로듀서 수고 하셨습니다! \r\n군요、(듣)묻고 (들)물어!
今日ね、スタッフさんみんなから、\r\n『めぐるちゃん』って呼んでもらえたんだー！,오늘이군요、스탭씨 모두에게、\r\n『메구루쨩』라고 불러 받을 수 있던 것이다―!
お、おう……そうか……\r\nよかったな……？,오、오우…… 그런가……\r\n다행이네……?
うんっ！\r\nすっごく嬉しいよーっ！,우읏! \r\n굉장히 기뻐!
でも……それって、当り前じゃないのか……？\r\nいつもは違う……？,그렇지만…… 그 거、당연하지 않은가……? \r\n다른때와 달라……?
あはは、ううん、そうじゃないの！,아하하、우응、그렇지 않아!
前はね、すぐ名前が出なかったりして\r\n『そこの君』とか呼ばれることもあったから,전에는 말야、곧 이름이 나오지 않았다거나 해\r\n『거기의 너』(이)든지 불리는 일도 있었기 때문에
今日のスタッフさんはみんな、\r\nわたしがめぐるだってわかっててくれたんだなーって思って！,오늘의 스탭씨는 모두、\r\n내가 메구루라고 알고 있어 준 것이다 하고 생각해!
それに、『八宮さん』より仲良しな感じもするし！\r\nだからいつもよりもーっと嬉しいんだ！,게다가、『하치미야씨』보다 사이가 좋은 느낌도 들고! \r\n그러니까 평소보다도─와 기쁘다!
なるほど、そういうことか,과연、그런 일인가
前よりたくさんの人に覚えてもらえてるってことなら、\r\nめぐるが一生懸命アイドルをやっている成果だな,전보다 많은 사람에게 기억해 받아지고 있다는 것이라면、\r\n메구루가 열심히 아이돌을 하고 있는 성과다
最近はファンもどんどん増えてるし,최근에는 팬도 자꾸자꾸 증가하고 있고
えへへっ、だったらいいなー……！,에헤헷、그렇다면 좋구나……!
──わたしのことをね、\r\nもっとたくさんの人に知ってもらいたいの,─나의 일을 말야、\r\n좀 더 많은 사람에게 알아 받고 싶은거야
見た目だけじゃなくて、歌だけじゃなくて、\r\nダンスだけじゃなくて──,겉모습 뿐이 아니고、노래 뿐이 아니고、\r\n댄스 뿐이 아니고─
イルミネーションスターズの八宮めぐるはこんなだよーっ！\r\nって！,일루미네이션 스타즈의 하치미야 메구루는 이런이야! \r\n는!
私、『破天荒』って言葉が好きなのよ,나、『파천황』이라는 말을 좋아하는 것이야
…………詳細、いいか？,………… 상세、좋은가?
あら、わからない？,아라、몰라?
今まで誰もしたことのないことをする──\r\nどう？　素敵だと思わない？,지금까지 아무도 한 적이 없는 것을 하는─\r\n어때? 멋지다고 생각하지 않아?
それでね、私なら──\r\n放課後クライマックスガールズなら──,그래서 말야、나라면─\r\n방과후 클라이맥스 걸즈라면─
『破天荒』を体現することができるって、\r\n私は思うのよ,『파천황』을 체현 할 수가 있다고、\r\n나는 생각하는거야
なるほどな\r\n夏葉らしい理由で、納得したよ,과연\r\n나츠하다운 이유로써、납득했어
うふふ、それならよかったわ,우후후、그렇다면 좋았어요
……夏葉って、\r\n子どもの頃からそういう考えだったのか？,…… 나츠하는、\r\n어릴 적부터 그러한 생각이었는가?
……どうだったかしらね\r\n私にとっては、自然なことだし……,…… 어땠던 우두머리군요\r\n나에게 있어서는、자연스러운 일이고……
じゃあもう、物心ついた時には夏葉は夏葉だったのか,그러면 이제(벌써)、철 들었을 때에는 나츠하는 나츠하였는가
さすがにそれだけ昔だと\r\nはっきり意識してはいなかったと思うけど……,과연 그 만큼 옛날이라면\r\n확실히 의식 하고 있지는 않았다고 생각하지만……
だんだんと、大人の言うことがわかるようになるじゃない？\r\n期待されていることも、そうでないことも……,점점、어른의 말하는 것이 알게 되지 않아? \r\n기대되고 있는 일도、그렇지 않은 것도……
